Config,ID,Based Club ID,Based Club Name,FM ID,First Name,Second Name,Age,Current Ability,Potential Ability,Division ID,Division Name
"[{""a"":""Club"",""m"":""Club"",""k"":88332,""r"":88332},{""a"":""Person"",""m"":""Person"",""k"":953127,""r"":953127},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":858810,""r"":953127}]",953127,88332,Brentford,93099909,Simon,Andersson,19,82,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":580023,""r"":580023},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436671,""r"":580023}]",580023,88340,Cardiff City,29185433,Sion,Spence,19,82,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":578713,""r"":578713},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":435366,""r"":578713}]",578713,88368,Fulham,29162923,Marlon,Fossey,21,82,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":1023360,""r"":1023360},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":608448,""r"":1023360}]",1023360,88368,Fulham,49060914,Ziyad,Larkeche,17,82,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88406,""r"":88406},{""a"":""Person"",""m"":""Person"",""k"":578980,""r"":578980},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":435632,""r"":578980}]",578980,88406,Nottingham Forest,29170624,Danny,Preston,19,82,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88406,""r"":88406},{""a"":""Person"",""m"":""Person"",""k"":579550,""r"":579550},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436201,""r"":579550}]",579550,88406,Nottingham Forest,29176606,Yassine,En-Nayeh,20,82,-55,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":567715,""r"":567715},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424031,""r"":567715}]",567715,88415,Queens Park Rangers,28103271,Marcin,Brzozowski,21,82,110,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88416,""r"":88416},{""a"":""Person"",""m"":""Person"",""k"":580707,""r"":580707},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437352,""r"":580707}]",580707,88416,Reading,29194203,Jeriel,Dorsett,18,82,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88416,""r"":88416},{""a"":""Person"",""m"":""Person"",""k"":580710,""r"":580710},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437355,""r"":580710}]",580710,88416,Reading,29194206,Jökull,Andrésson,18,82,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88324,""r"":88324},{""a"":""Person"",""m"":""Person"",""k"":844186,""r"":844186},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":732884,""r"":844186}]",844186,88324,Birmingham City,67263770,Miguel,Fernández,20,81,-55,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88406,""r"":88406},{""a"":""Person"",""m"":""Person"",""k"":579164,""r"":579164},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":435816,""r"":579164}]",579164,88406,Nottingham Forest,29174500,Tyrese,Fornah,20,81,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88423,""r"":88423},{""a"":""Person"",""m"":""Person"",""k"":578059,""r"":578059},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434713,""r"":578059}]",578059,88423,Sheffield Wednesday,29156807,Ciaran,Brennan,20,81,-55,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":568032,""r"":568032},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424348,""r"":568032}]",568032,88021,Swansea City,28109137,Matt,Blake,20,80,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":568599,""r"":568599},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424914,""r"":568599}]",568599,88021,Swansea City,28116467,Daniel,Williams,19,80,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88324,""r"":88324},{""a"":""Person"",""m"":""Person"",""k"":579270,""r"":579270},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436015,""r"":579270}]",579270,88324,Birmingham City,29175387,Geraldo,Bajrami,20,80,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88334,""r"":88334},{""a"":""Person"",""m"":""Person"",""k"":295481,""r"":295481},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":134803,""r"":295481}]",295481,88334,Bristol City,5006572,Rene,Gilmartin,33,80,105,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":578722,""r"":578722},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":435375,""r"":578722}]",578722,88340,Cardiff City,29162932,Mark,Harris,21,80,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":581017,""r"":581017},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437659,""r"":581017}]",581017,88343,Charlton Athletic,29199241,James,Vennings,20,80,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":568932,""r"":568932},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425245,""r"":568932}]",568932,88368,Fulham,28122192,Sylvester,Jasper,18,80,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88399,""r"":88399},{""a"":""Person"",""m"":""Person"",""k"":568287,""r"":568287},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424602,""r"":568287}]",568287,88399,Middlesbrough,28111346,Tyrone,O'Neill,20,80,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88400,""r"":88400},{""a"":""Person"",""m"":""Person"",""k"":931837,""r"":931837},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":836027,""r"":931837}]",931837,88400,Millwall,89065702,Harry,Ransom,20,80,-55,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88416,""r"":88416},{""a"":""Person"",""m"":""Person"",""k"":958689,""r"":958689},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":865384,""r"":958689}]",958689,88416,Reading,95036005,Werick Maciel,Caetano de Oliveira,21,80,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88433,""r"":88433},{""a"":""Person"",""m"":""Person"",""k"":581045,""r"":581045},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437687,""r"":581045}]",581045,88433,Wigan Athletic,29199352,Charlie,Jolley,19,80,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":578725,""r"":578725},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":435378,""r"":578725}]",578725,88340,Cardiff City,29162935,James,Waite,21,79,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88378,""r"":88378},{""a"":""Person"",""m"":""Person"",""k"":568467,""r"":568467},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424782,""r"":568467}]",568467,88378,Huddersfield Town,28115524,Scott,High,19,79,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88385,""r"":88385},{""a"":""Person"",""m"":""Person"",""k"":801164,""r"":801164},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":686497,""r"":801164}]",801164,88385,Leeds United,61089481,Stuart,McKinstry,17,79,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88385,""r"":88385},{""a"":""Person"",""m"":""Person"",""k"":842759,""r"":842759},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":731466,""r"":842759}]",842759,88385,Leeds United,67245240,Ousama,Siddiki,22,79,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88400,""r"":88400},{""a"":""Person"",""m"":""Person"",""k"":580685,""r"":580685},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437330,""r"":580685}]",580685,88400,Millwall,29194059,George,Alexander,19,79,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":938676,""r"":938676},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":843490,""r"":938676}]",938676,88018,Stoke City,91151061,Gabriel,Kyeremateng,21,78,-55,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":568040,""r"":568040},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424356,""r"":568040}]",568040,88021,Swansea City,28109145,Mason,Jones-Thomas,19,78,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":568596,""r"":568596},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424911,""r"":568596}]",568596,88021,Swansea City,28116464,Cameron,Evans,19,78,-55,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":581600,""r"":581600},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438241,""r"":581600}]",581600,88021,Swansea City,29218503,Josh,Thomas,17,78,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":728823,""r"":728823},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":606833,""r"":728823}]",728823,88343,Charlton Athletic,49040514,Wassim,Aouachria,20,78,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":577498,""r"":577498},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434164,""r"":577498}]",577498,88360,Derby County,29143017,Henrich,Ravas,22,78,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88399,""r"":88399},{""a"":""Person"",""m"":""Person"",""k"":581475,""r"":581475},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438116,""r"":581475}]",581475,88399,Middlesbrough,29218024,Hayden,Hackney,18,78,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88415,""r"":88415},{""a"":""Person"",""m"":""Person"",""k"":579582,""r"":579582},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436233,""r"":579582}]",579582,88415,Queens Park Rangers,29176857,Faysal,Bettache,20,78,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88433,""r"":88433},{""a"":""Person"",""m"":""Person"",""k"":579052,""r"":579052},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":435704,""r"":579052}]",579052,88433,Wigan Athletic,29173570,Patrick,Webber,21,78,-5,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":1001807,""r"":1001807},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439279,""r"":1001807}]",1001807,88021,Swansea City,29233409,Lewis,Webb,18,77,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88334,""r"":88334},{""a"":""Person"",""m"":""Person"",""k"":578191,""r"":578191},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434854,""r"":578191}]",578191,88334,Bristol City,29158243,Opi,Edwards,21,77,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88385,""r"":88385},{""a"":""Person"",""m"":""Person"",""k"":580050,""r"":580050},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436698,""r"":580050}]",580050,88385,Leeds United,29186422,Harrison,Male,19,77,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88018,""r"":88018},{""a"":""Person"",""m"":""Person"",""k"":568456,""r"":568456},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424771,""r"":568456}]",568456,88018,Stoke City,28113837,Ryan,Corrigan,19,76,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88321,""r"":88321},{""a"":""Person"",""m"":""Person"",""k"":183120,""r"":183120},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":22123,""r"":183120}]",183120,88321,Barnsley,215473,Jared,Bird,22,76,105,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88324,""r"":88324},{""a"":""Person"",""m"":""Person"",""k"":579275,""r"":579275},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436020,""r"":579275}]",579275,88324,Birmingham City,29175392,Jack,Concannon,20,76,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88334,""r"":88334},{""a"":""Person"",""m"":""Person"",""k"":958433,""r"":958433},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":865125,""r"":958433}]",958433,88334,Bristol City,95031790,Aden,Baldwin,23,76,120,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":729216,""r"":729216},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":607223,""r"":729216}]",729216,88340,Cardiff City,49046625,Tavio,d'Almeida,19,76,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":579641,""r"":579641},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436291,""r"":579641}]",579641,88343,Charlton Athletic,29177366,Ben,Dempsey,20,76,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88379,""r"":88379},{""a"":""Person"",""m"":""Person"",""k"":183477,""r"":183477},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":22479,""r"":183477}]",183477,88379,Hull City,223133,Elliot,Bonds,19,76,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88416,""r"":88416},{""a"":""Person"",""m"":""Person"",""k"":580706,""r"":580706},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437351,""r"":580706}]",580706,88416,Reading,29194202,Conor,Lawless,19,76,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88433,""r"":88433},{""a"":""Person"",""m"":""Person"",""k"":568585,""r"":568585},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424900,""r"":568585}]",568585,88433,Wigan Athletic,28116415,Emeka,Obi,19,76,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88433,""r"":88433},{""a"":""Person"",""m"":""Person"",""k"":578046,""r"":578046},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434700,""r"":578046}]",578046,88433,Wigan Athletic,29156785,Joe,Piggott,21,76,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88021,""r"":88021},{""a"":""Person"",""m"":""Person"",""k"":581225,""r"":581225},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437866,""r"":581225}]",581225,88021,Swansea City,29217093,Josh,Gould,23,75,99,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88324,""r"":88324},{""a"":""Person"",""m"":""Person"",""k"":580067,""r"":580067},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436715,""r"":580067}]",580067,88324,Birmingham City,29186956,Ryan,Stirk,19,75,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88327,""r"":88327},{""a"":""Person"",""m"":""Person"",""k"":567987,""r"":567987},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424303,""r"":567987}]",567987,88327,Blackburn Rovers,28107810,Joe,Hilton,20,75,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88327,""r"":88327},{""a"":""Person"",""m"":""Person"",""k"":579285,""r"":579285},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436029,""r"":579285}]",579285,88327,Blackburn Rovers,29175406,Hayden,Carter,20,75,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88332,""r"":88332},{""a"":""Person"",""m"":""Person"",""k"":569001,""r"":569001},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425314,""r"":569001}]",569001,88332,Brentford,28122687,Julien,Carré,18,75,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88334,""r"":88334},{""a"":""Person"",""m"":""Person"",""k"":578006,""r"":578006},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434660,""r"":578006}]",578006,88334,Bristol City,29156501,Freddie,Hinds,21,75,-55,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":577241,""r"":577241},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":433909,""r"":577241}]",577241,88340,Cardiff City,29141057,Lloyd,Humphries,22,75,115,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":580615,""r"":580615},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437261,""r"":580615}]",580615,88340,Cardiff City,29193804,George,Ratcliffe,19,75,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":577874,""r"":577874},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434538,""r"":577874}]",577874,88343,Charlton Athletic,29151103,Taylor,Maloney,21,75,-55,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":579861,""r"":579861},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436509,""r"":579861}]",579861,88360,Derby County,29179813,Cameron,Cresswell,20,75,-55,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":581346,""r"":581346},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437987,""r"":581346}]",581346,88360,Derby County,29217603,Archie,Brown,18,75,-75,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":586212,""r"":586212},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":444399,""r"":586212}]",586212,88360,Derby County,31036052,Josh,Shonibare,22,75,105,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":568000,""r"":568000},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":424316,""r"":568000}]",568000,88368,Fulham,28108040,Martell,Taylor-Crossdale,20,75,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":579741,""r"":579741},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436390,""r"":579741}]",579741,88368,Fulham,29178503,Jaydn,Mundle-Smith,20,75,-55,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":579743,""r"":579743},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436392,""r"":579743}]",579743,88368,Fulham,29178505,Jayden,Harris,20,75,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":580361,""r"":580361},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437008,""r"":580361}]",580361,88368,Fulham,29191714,Ben,Davis,19,75,-6,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88368,""r"":88368},{""a"":""Person"",""m"":""Person"",""k"":581120,""r"":581120},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437762,""r"":581120}]",581120,88368,Fulham,29210285,George,Wickens,18,75,-7,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88399,""r"":88399},{""a"":""Person"",""m"":""Person"",""k"":580393,""r"":580393},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437040,""r"":580393}]",580393,88399,Middlesbrough,29191925,Sol,Brynn,19,75,-65,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88406,""r"":88406},{""a"":""Person"",""m"":""Person"",""k"":577931,""r"":577931},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434585,""r"":577931}]",577931,88406,Nottingham Forest,29155392,Kieran,Hayes,21,75,-5,153406,Sky Bet Championship
